time_idx,date,tourist,destination,day of the week,month,year,day,Holiday,Trend,Seasonal,Resid
1237,2012/11/18,26565,hawai,sunday,November,2012,18,FALSE,14951.57202,7285.242455,4328.185528
1238,2012/11/19,23292,hawai,monday,November,2012,19,FALSE,14837.00166,6699.563095,1755.435242
1239,2012/11/20,23354,hawai,tuesday,November,2012,20,FALSE,14587.33219,8044.624772,722.0430395
1240,2012/11/21,24329,hawai,wednesday,November,2012,21,FALSE,14254.75641,8246.587568,1827.656023
1241,2012/11/22,23571,hawai,thursday,November,2012,22,thanks_giving,13909.49992,6604.216849,3057.283227
1242,2012/11/23,24070,hawai,friday,November,2012,23,FALSE,13533.86154,6354.972526,4181.165938
1243,2012/11/24,23840,hawai,saturday,November,2012,24,FALSE,13139.0621,5529.803725,5171.134179
1244,2012/11/25,24290,hawai,sunday,November,2012,25,FALSE,12769.46633,7174.844538,4345.689131
1245,2012/11/26,22416,hawai,monday,November,2012,26,FALSE,12488.2552,8256.519398,1671.225405
1246,2012/11/27,18968,hawai,tuesday,November,2012,27,FALSE,12328.53395,5912.288285,727.177766
1247,2012/11/28,21246,hawai,wednesday,November,2012,28,FALSE,12271.51417,7156.272,1818.213833
1248,2012/11/29,21645,hawai,thursday,November,2012,29,FALSE,12264.29016,6342.758597,3037.951248
1249,2012/11/30,23069,hawai,friday,November,2012,30,FALSE,12247.15262,6533.189467,4288.657912
1250,2012/12/1,24697,hawai,saturday,December,2012,1,FALSE,12243.20084,7323.113097,5130.686064
1251,2012/12/2,23937,hawai,sunday,December,2012,2,FALSE,12292.30179,7331.953899,4312.744306
1252,2012/12/3,21602,hawai,monday,December,2012,3,FALSE,12394.57826,7578.232426,1629.189314
1253,2012/12/4,19454,hawai,tuesday,December,2012,4,FALSE,12523.37431,6155.382887,775.2428076
1254,2012/12/5,20735,hawai,wednesday,December,2012,5,FALSE,12611.90741,6291.201919,1831.89067
1255,2012/12/6,22816,hawai,thursday,December,2012,6,FALSE,12652.08221,7121.444262,3042.473528
1256,2012/12/7,24906,hawai,friday,December,2012,7,FALSE,12722.01513,7826.350569,4357.6343
1257,2012/12/8,25068,hawai,saturday,December,2012,8,FALSE,12874.95019,7125.396722,5067.653086
1258,2012/12/9,21440,hawai,sunday,December,2012,9,FALSE,13094.08567,4065.693216,4280.221115
1259,2012/12/10,20714,hawai,monday,December,2012,10,FALSE,13314.00749,5813.908716,1586.08379
1260,2012/12/11,21199,hawai,tuesday,December,2012,11,FALSE,13509.82623,6873.725374,815.4483945
1261,2012/12/12,22258,hawai,wednesday,December,2012,12,FALSE,13688.2022,6736.313973,1833.483823
1262,2012/12/13,24181,hawai,thursday,December,2012,13,FALSE,13915.35474,7152.676875,3112.968381
1263,2012/12/14,25404,hawai,friday,December,2012,14,FALSE,14188.67551,6811.800478,4403.524011
1264,2012/12/15,26803,hawai,saturday,December,2012,15,FALSE,14499.44011,7287.906255,5015.653632
1265,2012/12/16,23682,hawai,sunday,December,2012,16,FALSE,14912.94219,4575.111073,4193.94674
1266,2012/12/17,23770,hawai,monday,December,2012,17,FALSE,15436.02066,6806.78943,1527.189907
1267,2012/12/18,23738,hawai,tuesday,December,2012,18,FALSE,16001.18666,6869.286002,867.5273411
1268,2012/12/19,28196,hawai,wednesday,December,2012,19,FALSE,16528.55492,9824.431618,1843.013464
1269,2012/12/20,27342,hawai,thursday,December,2012,20,FALSE,16956.67368,7154.002012,3231.32431
1270,2012/12/21,29621,hawai,friday,December,2012,21,FALSE,17328.88759,7864.320377,4427.792033
1271,2012/12/22,29073,hawai,saturday,December,2012,22,FALSE,17687.78574,6396.558486,4988.65577
1272,2012/12/23,29055,hawai,sunday,December,2012,23,FALSE,17937.94067,7069.955635,4047.103692
1273,2012/12/24,26398,hawai,monday,December,2012,24,FALSE,18079.93133,6865.358466,1452.710209
1274,2012/12/25,27166,hawai,tuesday,December,2012,25,christmas,18183.49181,8014.08226,968.4259332
1275,2012/12/26,27455,hawai,wednesday,December,2012,26,FALSE,18263.14339,7345.45339,1846.403217
1276,2012/12/27,28394,hawai,thursday,December,2012,27,FALSE,18326.34912,6715.155676,3352.495208
1277,2012/12/28,29959,hawai,friday,December,2012,28,FALSE,18338.42259,7167.9793,4452.598108
1278,2012/12/29,30166,hawai,saturday,December,2012,29,FALSE,18290.09297,6886.81899,4989.088035
1279,2012/12/30,28971,hawai,sunday,December,2012,30,FALSE,18139.55279,6973.266044,3858.181164
1280,2012/12/31,27399,hawai,monday,December,2012,31,FALSE,17872.11964,8147.162248,1379.718109
1281,2013/1/1,25908,hawai,tuesday,January,2013,1,New_Year,17508.27595,7305.156241,1094.567813
1282,2013/1/2,27511,hawai,wednesday,January,2013,2,FALSE,17092.24289,8551.134559,1867.622548
1283,2013/1/3,26985,hawai,thursday,January,2013,3,FALSE,16613.57583,6938.739056,3432.685113
1284,2013/1/4,27446,hawai,friday,January,2013,4,FALSE,16082.53267,6903.036577,4460.430749
1285,2013/1/5,27350,hawai,saturday,January,2013,5,FALSE,15560.63241,6764.676788,5024.690806
1286,2013/1/6,26727,hawai,sunday,January,2013,6,FALSE,15097.33953,8003.922975,3625.737491
1287,2013/1/7,22710,hawai,monday,January,2013,7,FALSE,14685.57592,6662.67992,1361.744162
1288,2013/1/8,22348,hawai,tuesday,January,2013,8,FALSE,14279.61723,6855.580346,1212.802426
1289,2013/1/9,22244,hawai,wednesday,January,2013,9,FALSE,13897.98193,6436.303789,1909.714283
1290,2013/1/10,24475,hawai,thursday,January,2013,10,FALSE,13571.337,7435.626915,3468.036089
1291,2013/1/11,24488,hawai,friday,January,2013,11,FALSE,13335.9456,6714.47588,4437.578524
1292,2013/1/12,25062,hawai,saturday,January,2013,12,FALSE,13209.08589,6767.943023,5084.971088
1293,2013/1/13,22511,hawai,sunday,January,2013,13,FALSE,13158.35473,5937.981781,3414.663486
1294,2013/1/14,21152,hawai,monday,January,2013,14,FALSE,13138.25307,6632.80883,1380.938095
1295,2013/1/15,21597,hawai,tuesday,January,2013,15,FALSE,13151.46232,7124.637066,1320.900611
1296,2013/1/16,22635,hawai,wednesday,January,2013,16,FALSE,13209.90989,7524.793231,1900.296875
1297,2013/1/17,24168,hawai,thursday,January,2013,17,FALSE,13276.91648,7409.062328,3482.021189
1298,2013/1/18,23960,hawai,friday,January,2013,18,FALSE,13280.48563,6278.362129,4401.152244
1299,2013/1/19,26402,hawai,saturday,January,2013,19,FALSE,13180.80096,8054.164511,5167.034533
1300,2013/1/20,23424,hawai,sunday,January,2013,20,FALSE,13001.7827,7119.998409,3302.218889
1301,2013/1/21,21814,hawai,monday,January,2013,21,Martin_Luther,12812.77768,7611.107238,1390.115086
1302,2013/1/22,20056,hawai,tuesday,January,2013,22,FALSE,12637.9233,5998.502451,1419.574253
1303,2013/1/23,21232,hawai,wednesday,January,2013,23,FALSE,12426.90499,6964.315872,1840.779136
1304,2013/1/24,22549,hawai,thursday,January,2013,24,FALSE,12168.28108,6905.531983,3475.18694
1305,2013/1/25,23750,hawai,friday,January,2013,25,FALSE,11935.47926,7451.304819,4363.215923
1306,2013/1/26,22384,hawai,saturday,January,2013,26,FALSE,11793.36327,5329.484727,5261.152003
1307,2013/1/27,21078,hawai,sunday,January,2013,27,FALSE,11776.2878,6068.901013,3232.81119
1308,2013/1/28,19631,hawai,monday,January,2013,28,FALSE,11875.7399,6383.012647,1372.247457
1309,2013/1/29,18758,hawai,tuesday,January,2013,29,FALSE,12073.85142,5172.637008,1511.511571
1310,2013/1/30,20760,hawai,wednesday,January,2013,30,FALSE,12317.0541,6662.334448,1780.611447
1311,2013/1/31,23003,hawai,thursday,January,2013,31,FALSE,12622.41426,6935.505117,3445.080624
1312,2013/2/1,24758,hawai,friday,February,2013,1,FALSE,12974.65914,7421.677077,4361.66378
1313,2013/2/2,25840,hawai,saturday,February,2013,2,FALSE,13312.3025,7182.284675,5345.412826
1314,2013/2/3,22597,hawai,sunday,February,2013,3,FALSE,13601.41318,5820.041357,3175.545463
1315,2013/2/4,22486,hawai,monday,February,2013,4,FALSE,13860.35337,7298.778857,1326.867769
1316,2013/2/5,23368,hawai,tuesday,February,2013,5,FALSE,14084.20372,7663.561544,1620.234733
1317,2013/2/6,22973,hawai,wednesday,February,2013,6,FALSE,14285.8817,6950.735077,1736.383228
1318,2013/2/7,24736,hawai,thursday,February,2013,7,FALSE,14471.27059,6892.4614,3372.268007
1319,2013/2/8,25687,hawai,friday,February,2013,8,FALSE,14616.70494,6700.200836,4370.094225
1320,2013/2/9,27089,hawai,saturday,February,2013,9,FALSE,14734.52256,6951.265279,5403.212161
1321,2013/2/10,25328,hawai,sunday,February,2013,10,FALSE,14870.2787,7276.355794,3181.365509
1322,2013/2/11,23474,hawai,monday,February,2013,11,FALSE,15032.24377,7151.252368,1290.503862
1323,2013/2/12,23592,hawai,tuesday,February,2013,12,FALSE,15187.85293,6685.523139,1718.62393
1324,2013/2/13,24003,hawai,wednesday,February,2013,13,FALSE,15333.58548,6943.942899,1725.471624
1325,2013/2/14,26079,hawai,thursday,February,2013,14,FALSE,15465.90456,7341.859704,3271.235739
1326,2013/2/15,27091,hawai,friday,February,2013,15,FALSE,15576.91406,7149.888834,4364.197106
1327,2013/2/16,25811,hawai,saturday,February,2013,16,FALSE,15624.30478,4777.633864,5409.061354
1328,2013/2/17,26336,hawai,sunday,February,2013,17,FALSE,15544.4879,7532.687494,3258.824611
1329,2013/2/18,25208,hawai,monday,February,2013,18,Washington,15330.03767,8606.670173,1271.292154
1330,2013/2/19,24290,hawai,tuesday,February,2013,19,FALSE,15057.47305,7496.098494,1736.428455
1331,2013/2/20,23763,hawai,wednesday,February,2013,20,FALSE,14803.94208,7190.759804,1768.298118
1332,2013/2/21,24094,hawai,thursday,February,2013,21,FALSE,14584.81932,6339.685887,3169.494795
1333,2013/2/22,25328,hawai,friday,February,2013,22,FALSE,14383.599,6621.111071,4323.289926
1334,2013/2/23,26634,hawai,saturday,February,2013,23,FALSE,14215.84111,7054.540449,5363.618445
1335,2013/2/24,24522,hawai,sunday,February,2013,24,FALSE,14122.12232,7028.856355,3371.021329
1336,2013/2/25,21959,hawai,monday,February,2013,25,FALSE,14141.65926,6524.016893,1293.323847
1337,2013/2/26,20356,hawai,tuesday,February,2013,26,FALSE,14234.76608,4379.799722,1741.434202
1338,2013/2/27,22537,hawai,wednesday,February,2013,27,FALSE,14305.06955,6377.899514,1854.030937
1339,2013/2/28,25565,hawai,thursday,February,2013,28,FALSE,14326.3787,8177.994889,3060.62641
1340,2013/3/1,26527,hawai,friday,March,2013,1,FALSE,14340.30359,7959.315118,4227.38129
1341,2013/3/2,26935,hawai,saturday,March,2013,2,FALSE,14372.1915,7239.846828,5322.961668
