time_idx,date,tourist,destination,day of the week,month,year,day,Holiday,Trend,Seasonal,Resid
1958,2014/11/9,25448,hawai,sunday,November,2014,9,FALSE,13559.72013,7419.368396,4468.911477
1959,2014/11/10,23996,hawai,monday,November,2014,10,FALSE,13185.21084,9269.148054,1541.641109
1960,2014/11/11,21405,hawai,tuesday,November,2014,11,veteran_day,12740.40994,7726.55059,938.0394728
1961,2014/11/12,21004,hawai,wednesday,November,2014,12,FALSE,12333.94292,6751.721664,1918.335418
1962,2014/11/13,21093,hawai,thursday,November,2014,13,FALSE,12028.30006,6324.13161,2740.568327
1963,2014/11/14,21518,hawai,friday,November,2014,14,FALSE,11863.28936,6220.571341,3434.139297
1964,2014/11/15,24647,hawai,saturday,November,2014,15,FALSE,11874.23151,6804.469422,5968.299065
1965,2014/11/16,23271,hawai,sunday,November,2014,16,FALSE,12047.26843,6748.249543,4475.48203
1966,2014/11/17,20084,hawai,monday,November,2014,17,FALSE,12387.82254,6198.156435,1498.021021
1967,2014/11/18,20041,hawai,tuesday,November,2014,18,FALSE,12818.76047,6275.937676,946.301857
1968,2014/11/19,22687,hawai,wednesday,November,2014,19,FALSE,13248.33694,7536.489632,1902.173427
1969,2014/11/20,24040,hawai,thursday,November,2014,20,FALSE,13655.89382,7689.883603,2694.222573
1970,2014/11/21,25115,hawai,friday,November,2014,21,FALSE,14027.32268,7484.679572,3602.997743
1971,2014/11/22,27501,hawai,saturday,November,2014,22,FALSE,14318.89515,7318.280977,5863.823873
1972,2014/11/23,25502,hawai,sunday,November,2014,23,FALSE,14495.29312,6514.798263,4491.908616
1973,2014/11/24,23020,hawai,monday,November,2014,24,FALSE,14571.17409,6965.17142,1483.65449
1974,2014/11/25,23074,hawai,tuesday,November,2014,25,FALSE,14592.13289,7511.278793,970.5883168
1975,2014/11/26,23807,hawai,wednesday,November,2014,26,FALSE,14583.61714,7353.462926,1869.919939
1976,2014/11/27,22448,hawai,thursday,November,2014,27,thanks_giving,14555.47578,5256.389912,2636.134309
1977,2014/11/28,21588,hawai,friday,November,2014,28,FALSE,14448.91778,3387.312215,3751.770005
1978,2014/11/29,23748,hawai,saturday,November,2014,29,FALSE,14133.24615,3862.57366,5752.180194
1979,2014/11/30,25517,hawai,sunday,November,2014,30,FALSE,13591.55736,7391.001138,4534.441504
1980,2014/12/1,23947,hawai,monday,December,2014,1,FALSE,13076.02132,9371.168536,1499.810148
1981,2014/12/2,21747,hawai,tuesday,December,2014,2,FALSE,12706.22949,8040.191425,1000.579083
1982,2014/12/3,22036,hawai,wednesday,December,2014,3,FALSE,12391.99605,7822.425092,1821.578856
1983,2014/12/4,21411,hawai,thursday,December,2014,4,FALSE,12101.49505,6742.219132,2567.285817
1984,2014/12/5,22305,hawai,friday,December,2014,5,FALSE,11868.69173,6608.886606,3827.421665
1985,2014/12/6,23534,hawai,saturday,December,2014,6,FALSE,11772.37001,6088.366813,5673.263179
1986,2014/12/7,22803,hawai,sunday,December,2014,7,FALSE,11816.17527,6377.09078,4609.733954
1987,2014/12/8,20147,hawai,monday,December,2014,8,FALSE,12031.11202,6530.089545,1585.798438
1988,2014/12/9,19525,hawai,tuesday,December,2014,9,FALSE,12385.70335,6122.537068,1016.759583
1989,2014/12/10,21505,hawai,wednesday,December,2014,10,FALSE,12785.65808,6990.619924,1728.721992
1990,2014/12/11,23158,hawai,thursday,December,2014,11,FALSE,13256.98674,7393.56142,2507.451843
1991,2014/12/12,25479,hawai,friday,December,2014,12,FALSE,13806.44859,7810.46678,3862.084626
1992,2014/12/13,27061,hawai,saturday,December,2014,13,FALSE,14357.70771,7049.996232,5653.296055
1993,2014/12/14,24857,hawai,sunday,December,2014,14,FALSE,14800.70421,5343.272093,4713.023701
1994,2014/12/15,24176,hawai,monday,December,2014,15,FALSE,15203.12188,7366.576008,1606.302108
1995,2014/12/16,23605,hawai,tuesday,December,2014,16,FALSE,15817.34871,6779.850338,1007.80095
1996,2014/12/17,24922,hawai,wednesday,December,2014,17,FALSE,16701.75805,6618.996279,1601.245667
1997,2014/12/18,30114,hawai,thursday,December,2014,18,FALSE,17681.47718,9955.737706,2476.785113
1998,2014/12/19,32061,hawai,friday,December,2014,19,FALSE,18690.80374,9459.998927,3910.197337
1999,2014/12/20,32576,hawai,saturday,December,2014,20,FALSE,19744.48286,7141.862631,5689.654514
2000,2014/12/21,32802,hawai,sunday,December,2014,21,FALSE,20587.75711,7431.442723,4782.800171
2001,2014/12/22,30921,hawai,monday,December,2014,22,FALSE,20998.09871,8300.150698,1622.750591
2002,2014/12/23,29760,hawai,tuesday,December,2014,23,FALSE,21091.2391,7682.886229,985.8746675
2003,2014/12/24,29461,hawai,wednesday,December,2014,24,FALSE,21112.32122,6893.773832,1454.904952
2004,2014/12/25,30551,hawai,thursday,December,2014,25,christmas,21088.61564,6989.032172,2473.352185
2005,2014/12/26,32375,hawai,friday,December,2014,26,FALSE,20946.73308,7528.523472,3899.743446
2006,2014/12/27,32782,hawai,saturday,December,2014,27,FALSE,20723.36015,6268.116648,5790.523206
2007,2014/12/28,32830,hawai,sunday,December,2014,28,FALSE,20384.37402,7608.71492,4836.911061
2008,2014/12/29,31505,hawai,monday,December,2014,29,FALSE,19930.53448,9936.852872,1637.612647
2009,2014/12/30,27159,hawai,tuesday,December,2014,30,FALSE,19455.55597,6741.454109,961.9899195
2010,2014/12/31,25137,hawai,wednesday,December,2014,31,FALSE,19072.67549,4751.321554,1313.002957
2011,2015/1/1,27871,hawai,thursday,January,2015,1,New_Year,18770.68224,6582.945761,2517.371997
2012,2015/1/2,29176,hawai,friday,January,2015,2,FALSE,18435.15369,6918.122625,3822.723684
2013,2015/1/3,31470,hawai,saturday,January,2015,3,FALSE,18049.3684,7492.921082,5927.710522
2014,2015/1/4,31947,hawai,sunday,January,2015,4,FALSE,17591.61588,9490.8512,4864.532918
2015,2015/1/5,28880,hawai,monday,January,2015,5,FALSE,17080.4924,10186.04958,1613.458021
2016,2015/1/6,25024,hawai,tuesday,January,2015,6,FALSE,16517.53124,7505.954315,1000.514441
2017,2015/1/7,24478,hawai,wednesday,January,2015,7,FALSE,16010.36466,7258.610018,1209.025317
2018,2015/1/8,25408,hawai,thursday,January,2015,8,FALSE,15645.52335,7165.300712,2597.175935
2019,2015/1/9,25641,hawai,friday,January,2015,9,FALSE,15372.65684,6536.358016,3731.985144
2020,2015/1/10,28095,hawai,saturday,January,2015,10,FALSE,15066.17341,7009.6191,6019.207492
2021,2015/1/11,27017,hawai,sunday,January,2015,11,FALSE,14732.03249,7465.116301,4819.851208
2022,2015/1/12,22352,hawai,monday,January,2015,12,FALSE,14440.15703,6351.088571,1560.754399
2023,2015/1/13,20930,hawai,tuesday,January,2015,13,FALSE,14178.03895,5659.316812,1092.644237
2024,2015/1/14,21629,hawai,wednesday,January,2015,14,FALSE,13876.71399,6583.778241,1168.507767
2025,2015/1/15,21475,hawai,thursday,January,2015,15,FALSE,13547.66125,5198.422146,2728.916608
2026,2015/1/16,24957,hawai,friday,January,2015,16,FALSE,13216.70417,8089.843016,3650.452816
2027,2015/1/17,27064,hawai,saturday,January,2015,17,FALSE,12909.63307,8083.205246,6071.161689
2028,2015/1/18,24062,hawai,sunday,January,2015,18,FALSE,12599.1599,6771.329337,4691.510762
2029,2015/1/19,21877,hawai,monday,January,2015,19,Martin_Luther,12272.63179,8151.273406,1453.094808
2030,2015/1/20,19887,hawai,tuesday,January,2015,20,FALSE,11953.33837,6758.763207,1174.898424
2031,2015/1/21,19796,hawai,wednesday,January,2015,21,FALSE,11651.83797,6960.636914,1183.525117
2032,2015/1/22,21043,hawai,thursday,January,2015,22,FALSE,11411.19685,6727.382877,2904.42027
2033,2015/1/23,20667,hawai,friday,January,2015,23,FALSE,11242.74788,5826.082949,3598.169174
2034,2015/1/24,24002,hawai,saturday,January,2015,24,FALSE,11138.39329,6762.871962,6100.734749
2035,2015/1/25,22808,hawai,sunday,January,2015,25,FALSE,11120.3505,7141.387492,4546.262012
2036,2015/1/26,19426,hawai,monday,January,2015,26,FALSE,11200.70733,6856.415093,1368.877572
2037,2015/1/27,16639,hawai,tuesday,January,2015,27,FALSE,11366.83204,4070.110816,1202.057147
2038,2015/1/28,19546,hawai,wednesday,January,2015,28,FALSE,11560.97932,6746.840886,1238.17979
2039,2015/1/29,21761,hawai,thursday,January,2015,29,FALSE,11799.16627,6912.140028,3049.693699
2040,2015/1/30,22216,hawai,friday,January,2015,30,FALSE,12105.31679,6574.455792,3536.227415
2041,2015/1/31,26174,hawai,saturday,January,2015,31,FALSE,12446.76463,7629.733096,6097.502273
2042,2015/2/1,22540,hawai,sunday,February,2015,1,FALSE,12801.76897,5333.471973,4404.75906
2043,2015/2/2,21340,hawai,monday,February,2015,2,FALSE,13170.39135,6758.261623,1411.347024
2044,2015/2/3,22097,hawai,tuesday,February,2015,3,FALSE,13468.94866,7438.684015,1189.367327
2045,2015/2/4,21998,hawai,wednesday,February,2015,4,FALSE,13655.90147,7031.174608,1310.923926
2046,2015/2/5,24496,hawai,thursday,February,2015,5,FALSE,13788.35908,7539.657634,3167.983285
2047,2015/2/6,24716,hawai,friday,February,2015,6,FALSE,13996.65371,7236.093365,3483.252928
2048,2015/2/7,26453,hawai,saturday,February,2015,7,FALSE,14317.75697,6084.748904,6050.494129
2049,2015/2/8,24403,hawai,sunday,February,2015,8,FALSE,14716.52878,5384.528775,4301.94244
2050,2015/2/9,22339,hawai,monday,February,2015,9,FALSE,15170.53428,5706.268847,1462.196869
2051,2015/2/10,24065,hawai,tuesday,February,2015,10,FALSE,15633.79359,7285.610737,1145.59567
2052,2015/2/11,24189,hawai,wednesday,February,2015,11,FALSE,16034.1004,6806.604918,1348.294684
2053,2015/2/12,27229,hawai,thursday,February,2015,12,FALSE,16315.81826,7634.449524,3278.73222
2054,2015/2/13,27854,hawai,friday,February,2015,13,FALSE,16491.87262,7867.770789,3494.356595
2055,2015/2/14,29637,hawai,saturday,February,2015,14,FALSE,16572.50436,7070.393563,5994.102079
2056,2015/2/15,27780,hawai,sunday,February,2015,15,FALSE,16498.54817,7011.695989,4269.75584
2057,2015/2/16,26256,hawai,monday,February,2015,16,Washington,16251.75301,8506.362066,1497.884923
2058,2015/2/17,24644,hawai,tuesday,February,2015,17,FALSE,15883.75555,7732.761136,1027.483311
2059,2015/2/18,24225,hawai,wednesday,February,2015,18,FALSE,15476.16223,7419.714982,1329.122788
2060,2015/2/19,25265,hawai,thursday,February,2015,19,FALSE,15087.63615,6800.692615,3376.671238
2061,2015/2/20,24850,hawai,friday,February,2015,20,FALSE,14760.64291,6497.334727,3592.022363
2062,2015/2/21,27170,hawai,saturday,February,2015,21,FALSE,14511.59867,6695.204723,5963.196607
2063,2015/2/22,24999,hawai,sunday,February,2015,22,FALSE,14300.08449,6414.340281,4284.575225
2064,2015/2/23,22710,hawai,monday,February,2015,23,FALSE,14138.93122,7024.989127,1546.079656
2065,2015/2/24,21839,hawai,tuesday,February,2015,24,FALSE,14065.45085,6975.590131,797.959018
2066,2015/2/25,22957,hawai,wednesday,February,2015,25,FALSE,14076.85232,7619.570524,1260.577161
2067,2015/2/26,24009,hawai,thursday,February,2015,26,FALSE,14143.16697,6407.986921,3457.84611
2068,2015/2/27,24181,hawai,friday,February,2015,27,FALSE,14229.98867,6208.920859,3742.090468
2069,2015/2/28,27399,hawai,saturday,February,2015,28,FALSE,14324.20918,7113.819996,5960.970825
2070,2015/3/1,25923,hawai,sunday,March,2015,1,FALSE,14422.56317,7151.692967,4348.743866
2071,2015/3/2,23303,hawai,monday,March,2015,2,FALSE,14522.27382,7158.728188,1621.997996
2072,2015/3/3,22114,hawai,tuesday,March,2015,3,FALSE,14628.64071,6950.681085,534.6782036
2073,2015/3/4,23341,hawai,wednesday,March,2015,4,FALSE,14727.2302,7466.23149,1147.538307
2074,2015/3/5,25168,hawai,thursday,March,2015,5,FALSE,14824.42828,6818.896483,3524.675235
2075,2015/3/6,28358,hawai,friday,March,2015,6,FALSE,14927.44075,9555.636572,3874.922676
2076,2015/3/7,29958,hawai,saturday,March,2015,7,FALSE,15080.00546,8937.166869,5940.827669
2077,2015/3/8,28737,hawai,sunday,March,2015,8,FALSE,15311.8905,8968.4982,4456.611297
2078,2015/3/9,24082,hawai,monday,March,2015,9,FALSE,15565.34691,6776.883985,1739.769106
2079,2015/3/10,21974,hawai,tuesday,March,2015,10,FALSE,15767.27603,5909.949051,296.774916
2080,2015/3/11,23731,hawai,wednesday,March,2015,11,FALSE,15895.48932,6836.173273,999.3374089
2081,2015/3/12,27110,hawai,thursday,March,2015,12,FALSE,15994.29385,7513.817999,3601.88815
2082,2015/3/13,27120,hawai,friday,March,2015,13,FALSE,16108.55066,7027.493751,3983.955593
2083,2015/3/14,29099,hawai,saturday,March,2015,14,FALSE,16258.95604,6952.490182,5887.553781
2084,2015/3/15,28376,hawai,sunday,March,2015,15,FALSE,16432.34298,7403.33416,4540.322858
2085,2015/3/16,22808,hawai,monday,March,2015,16,FALSE,16641.12202,4289.198951,1877.679026
2086,2015/3/17,21584,hawai,tuesday,March,2015,17,FALSE,16897.26186,4605.702497,81.03564783
2087,2015/3/18,24550,hawai,wednesday,March,2015,18,FALSE,17176.41594,6455.701188,917.8828736
2088,2015/3/19,27606,hawai,thursday,March,2015,19,FALSE,17405.08124,6535.110689,3665.808067
2089,2015/3/20,28821,hawai,friday,March,2015,20,FALSE,17551.51392,7203.046249,4066.439834
2090,2015/3/21,30769,hawai,saturday,March,2015,21,FALSE,17660.32097,7313.125885,5795.553148
2091,2015/3/22,29467,hawai,sunday,March,2015,22,FALSE,17794.94875,7067.414319,4604.636935
2092,2015/3/23,26942,hawai,monday,March,2015,23,FALSE,17966.49555,6974.7927,2000.711754
2093,2015/3/24,24940,hawai,tuesday,March,2015,24,FALSE,18140.00223,6886.797984,-86.80021839
2094,2015/3/25,25690,hawai,wednesday,March,2015,25,FALSE,18284.0868,6497.182036,908.7311635
2095,2015/3/26,29245,hawai,thursday,March,2015,26,FALSE,18373.77446,7156.677008,3714.548536
2096,2015/3/27,30254,hawai,friday,March,2015,27,FALSE,18412.11619,7725.788364,4116.095442
2097,2015/3/28,32067,hawai,saturday,March,2015,28,FALSE,18431.28047,7962.634416,5673.085114
2098,2015/3/29,30410,hawai,sunday,March,2015,29,FALSE,18428.8843,7339.899039,4641.216658
2099,2015/3/30,26202,hawai,monday,March,2015,30,FALSE,18314.88893,5765.832703,2121.278367
2100,2015/3/31,24497,hawai,tuesday,March,2015,31,FALSE,18009.37759,6665.638988,-178.0165745
2101,2015/4/1,27378,hawai,wednesday,April,2015,1,FALSE,17597.98506,8862.760878,917.2540625
2102,2015/4/2,29323,hawai,thursday,April,2015,2,FALSE,17224.33568,8315.104363,3783.559957
2103,2015/4/3,28386,hawai,friday,April,2015,3,Good_friday,16919.64698,7359.184441,4107.16858
2104,2015/4/4,28992,hawai,saturday,April,2015,4,FALSE,16666.1243,6828.247491,5497.62821
2105,2015/4/5,27558,hawai,sunday,April,2015,5,FALSE,16445.06619,6457.393998,4655.539814
2106,2015/4/6,26019,hawai,monday,April,2015,6,FALSE,16219.31543,7564.052069,2235.632498
2107,2015/4/7,22825,hawai,tuesday,April,2015,7,FALSE,15862.29646,7108.299998,-145.5964604
2108,2015/4/8,22267,hawai,wednesday,April,2015,8,FALSE,15357.12089,5957.546992,952.3321169
2109,2015/4/9,22303,hawai,thursday,April,2015,9,FALSE,14806.72453,3669.850487,3826.424982
2110,2015/4/10,23327,hawai,friday,April,2015,10,FALSE,14278.24006,5032.279356,4016.480588
2111,2015/4/11,25868,hawai,saturday,April,2015,11,FALSE,13846.74083,6743.855869,5277.403299
2112,2015/4/12,25143,hawai,sunday,April,2015,12,FALSE,13570.72511,6930.067655,4642.20723
2113,2015/4/13,23330,hawai,monday,April,2015,13,FALSE,13437.43583,7562.461905,2330.102262
2114,2015/4/14,19945,hawai,tuesday,April,2015,14,FALSE,13361.69264,6546.45972,36.8476395
2115,2015/4/15,22054,hawai,wednesday,April,2015,15,FALSE,13291.17367,7729.287589,1033.538739
2116,2015/4/16,23550,hawai,thursday,April,2015,16,FALSE,13198.49702,6514.959635,3836.543342
2117,2015/4/17,23851,hawai,friday,April,2015,17,FALSE,13089.58846,6867.175223,3894.236321
2118,2015/4/18,25077,hawai,saturday,April,2015,18,FALSE,12997.21236,7030.817114,5048.970528
2119,2015/4/19,26484,hawai,sunday,April,2015,19,FALSE,12925.64655,8951.51336,4606.840089
2120,2015/4/20,22094,hawai,monday,April,2015,20,FALSE,12850.96523,6856.00915,2387.025623
2121,2015/4/21,20040,hawai,tuesday,April,2015,21,FALSE,12793.15951,6977.92961,268.9108841
2122,2015/4/22,21297,hawai,wednesday,April,2015,22,FALSE,12749.09282,7377.287301,1170.619881
2123,2015/4/23,23541,hawai,thursday,April,2015,23,FALSE,12725.29807,6987.118246,3828.583688
2124,2015/4/24,22786,hawai,friday,April,2015,24,FALSE,12740.31001,6299.214662,3746.475328
2125,2015/4/25,24653,hawai,saturday,April,2015,25,FALSE,12819.32148,7000.149783,4833.52874
2126,2015/4/26,22214,hawai,sunday,April,2015,26,FALSE,12990.19733,4638.677093,4585.125574
2127,2015/4/27,20310,hawai,monday,April,2015,27,FALSE,13254.49164,4634.485856,2421.022507
2128,2015/4/28,20508,hawai,tuesday,April,2015,28,FALSE,13557.07606,6487.814763,463.1091807
2129,2015/4/29,22059,hawai,wednesday,April,2015,29,FALSE,13799.67185,6925.322907,1334.005245
2130,2015/4/30,25854,hawai,thursday,April,2015,30,FALSE,13920.03324,8138.171425,3795.795335
2131,2015/5/1,25647,hawai,friday,May,2015,1,FALSE,13967.72207,8082.842843,3596.435082
2132,2015/5/2,25078,hawai,saturday,May,2015,2,FALSE,13960.75968,6436.212731,4681.027587
2133,2015/5/3,25783,hawai,sunday,May,2015,3,FALSE,13866.96505,7352.737767,4563.297181
2134,2015/5/4,23131,hawai,monday,May,2015,4,FALSE,13686.48138,7043.036967,2401.481652
2135,2015/5/5,22604,hawai,tuesday,May,2015,5,FALSE,13515.29217,8471.357535,617.3502908
2136,2015/5/6,21197,hawai,wednesday,May,2015,6,FALSE,13434.4726,6289.437716,1473.089684
2137,2015/5/7,23428,hawai,thursday,May,2015,7,FALSE,13455.64886,6192.449593,3779.901544
2138,2015/5/8,23273,hawai,friday,May,2015,8,FALSE,13569.95201,6196.295329,3506.752657
2139,2015/5/9,25226,hawai,saturday,May,2015,9,FALSE,13786.84705,6814.922643,4624.23031
2140,2015/5/10,25412,hawai,sunday,May,2015,10,FALSE,14089.41961,6793.133738,4529.446657
2141,2015/5/11,23743,hawai,monday,May,2015,11,FALSE,14447.22958,6982.894076,2312.876342
2142,2015/5/12,23435,hawai,tuesday,May,2015,12,FALSE,14804.4351,7891.167323,739.3975726
2143,2015/5/13,23699,hawai,wednesday,May,2015,13,FALSE,15132.05206,6977.682466,1589.265479
2144,2015/5/14,26291,hawai,thursday,May,2015,14,FALSE,15419.56524,7099.586335,3771.848427
2145,2015/5/15,26214,hawai,friday,May,2015,15,FALSE,15660.66837,7080.228226,3473.103408
2146,2015/5/16,27455,hawai,saturday,May,2015,16,FALSE,15845.30104,6978.772107,4630.926858
2147,2015/5/17,27396,hawai,sunday,May,2015,17,FALSE,15983.02574,6985.47707,4427.497189
2148,2015/5/18,25330,hawai,monday,May,2015,18,FALSE,16113.88871,6978.388522,2237.722773
2149,2015/5/19,24440,hawai,tuesday,May,2015,19,FALSE,16258.80571,7316.346158,864.8481305
2150,2015/5/20,25197,hawai,wednesday,May,2015,20,FALSE,16467.54489,7042.424159,1687.030952
2151,2015/5/21,29481,hawai,thursday,May,2015,21,FALSE,16718.58227,9022.273889,3740.143844
2152,2015/5/22,29141,hawai,friday,May,2015,22,FALSE,16922.59214,8779.248441,3439.159416
2153,2015/5/23,30624,hawai,saturday,May,2015,23,FALSE,17039.05268,8909.359119,4675.5882
2154,2015/5/24,28954,hawai,sunday,May,2015,24,FALSE,17045.64009,7654.980907,4253.379007
2155,2015/5/25,26332,hawai,monday,May,2015,25,Memorial_Day,16960.46313,7162.310196,2209.226672
2156,2015/5/26,24466,hawai,tuesday,May,2015,26,FALSE,16831.05977,6629.816354,1005.123872
2157,2015/5/27,25886,hawai,wednesday,May,2015,27,FALSE,16716.27848,7374.344756,1795.376761
2158,2015/5/28,27164,hawai,thursday,May,2015,28,FALSE,16646.11396,6829.312607,3688.573433
2159,2015/5/29,26410,hawai,friday,May,2015,29,FALSE,16634.94507,6411.28718,3363.767748
2160,2015/5/30,27438,hawai,saturday,May,2015,30,FALSE,16706.45673,5987.712368,4743.830899
2161,2015/5/31,27895,hawai,sunday,May,2015,31,FALSE,16870.77829,6955.334343,4068.887369
2162,2015/6/1,26177,hawai,monday,June,2015,1,FALSE,17127.40038,6851.246592,2198.353028
2163,2015/6/2,25452,hawai,tuesday,June,2015,2,FALSE,17458.85117,6846.973453,1146.175372
2164,2015/6/3,26477,hawai,wednesday,June,2015,3,FALSE,17778.39184,6769.508898,1929.099262
2165,2015/6/4,29438,hawai,thursday,June,2015,4,FALSE,18038.45209,7749.089411,3650.458498
2166,2015/6/5,29344,hawai,friday,June,2015,5,FALSE,18285.82519,7821.090521,3237.084291
2167,2015/6/6,31004,hawai,saturday,June,2015,6,FALSE,18589.04309,7598.232711,4816.724204
2168,2015/6/7,29062,hawai,sunday,June,2015,7,FALSE,18940.48749,6250.150503,3871.362003
2169,2015/6/8,27247,hawai,monday,June,2015,8,FALSE,19289.46654,5759.946317,2197.587139
2170,2015/6/9,27048,hawai,tuesday,June,2015,9,FALSE,19611.67515,6114.236014,1322.088836
2171,2015/6/10,29745,hawai,wednesday,June,2015,10,FALSE,19943.11645,7746.986831,2054.896715
2172,2015/6/11,30827,hawai,thursday,June,2015,11,FALSE,20279.44252,6916.348112,3631.209366
2173,2015/6/12,31160,hawai,friday,June,2015,12,FALSE,20544.24579,7524.035137,3091.719076
2174,2015/6/13,32649,hawai,saturday,June,2015,13,FALSE,20693.22182,7117.383293,4838.394883
2175,2015/6/14,32006,hawai,sunday,June,2015,14,FALSE,20749.02989,7574.181363,3682.788751
2176,2015/6/15,30452,hawai,monday,June,2015,15,FALSE,20760.20321,7459.770115,2232.026675
2177,2015/6/16,28772,hawai,tuesday,June,2015,16,FALSE,20762.60006,6445.034855,1564.365086
2178,2015/6/17,29593,hawai,wednesday,June,2015,17,FALSE,20736.55472,6704.696582,2151.748698
2179,2015/6/18,30931,hawai,thursday,June,2015,18,FALSE,20691.78508,6661.715342,3577.499582
2180,2015/6/19,30862,hawai,friday,June,2015,19,FALSE,20650.70849,7296.838107,2914.453407
2181,2015/6/20,32925,hawai,saturday,June,2015,20,FALSE,20620.65818,7494.110254,4810.231564
2182,2015/6/21,31109,hawai,sunday,June,2015,21,FALSE,20587.68056,6949.941801,3571.377634
2183,2015/6/22,29798,hawai,monday,June,2015,22,FALSE,20516.92464,6969.963459,2311.111899
2184,2015/6/23,29629,hawai,tuesday,June,2015,23,FALSE,20416.55741,7415.869619,1796.572975
2185,2015/6/24,29140,hawai,wednesday,June,2015,24,FALSE,20307.78877,6620.038825,2212.172406
2186,2015/6/25,30691,hawai,thursday,June,2015,25,FALSE,20227.3703,6984.579797,3479.049907
2187,2015/6/26,29401,hawai,friday,June,2015,26,FALSE,20205.99537,6454.566318,2740.438315
2188,2015/6/27,32059,hawai,saturday,June,2015,27,FALSE,20243.31286,7039.514549,4776.172594
2189,2015/6/28,30492,hawai,sunday,June,2015,28,FALSE,20338.75479,6620.816329,3532.428877
2190,2015/6/29,29668,hawai,monday,June,2015,29,FALSE,20459.4269,6785.976976,2422.596122
2191,2015/6/30,29964,hawai,tuesday,June,2015,30,FALSE,20567.03915,7416.655235,1980.305612
2192,2015/7/1,31251,hawai,wednesday,July,2015,1,FALSE,20647.72763,8373.550437,2229.721931
2193,2015/7/2,31798,hawai,thursday,July,2015,2,FALSE,20676.89976,7771.073781,3350.026462
2194,2015/7/3,29936,hawai,friday,July,2015,3,Independence_day,20652.7364,6681.431377,2601.832222
2195,2015/7/4,26605,hawai,saturday,July,2015,4,FALSE,20535.10293,1320.612937,4749.284135
2196,2015/7/5,29128,hawai,sunday,July,2015,5,FALSE,20337.1782,5242.21972,3548.602079
2197,2015/7/6,29367,hawai,monday,July,2015,6,FALSE,20119.88942,6716.889958,2530.22062
2198,2015/7/7,29958,hawai,tuesday,July,2015,7,FALSE,19930.79736,7887.35542,2139.847218
2199,2015/7/8,29282,hawai,wednesday,July,2015,8,FALSE,19817.768,7240.538962,2223.693038
2200,2015/7/9,30025,hawai,thursday,July,2015,9,FALSE,19787.75763,7004.472519,3232.76985
2201,2015/7/10,28839,hawai,friday,July,2015,10,FALSE,19798.62629,6567.193248,2473.180465
2202,2015/7/11,30927,hawai,saturday,July,2015,11,FALSE,19817.94715,6365.997054,4743.055796
2203,2015/7/12,29826,hawai,sunday,July,2015,12,FALSE,19842.32494,6399.323983,3584.351074
2204,2015/7/13,30169,hawai,monday,July,2015,13,FALSE,19883.83361,7688.503172,2596.663215
2205,2015/7/14,30565,hawai,tuesday,July,2015,14,FALSE,19951.38385,8354.136468,2259.479679
2206,2015/7/15,29376,hawai,wednesday,July,2015,15,FALSE,20056.43826,7129.496394,2190.065343
2207,2015/7/16,30237,hawai,thursday,July,2015,16,FALSE,20157.62569,6917.617124,3161.757185
2208,2015/7/17,29139,hawai,friday,July,2015,17,FALSE,20210.7761,6546.88311,2381.340789
2209,2015/7/18,31386,hawai,saturday,July,2015,18,FALSE,20233.42871,6386.679122,4765.89217
2210,2015/7/19,31770,hawai,sunday,July,2015,19,FALSE,20277.83659,7838.312166,3653.851247
2211,2015/7/20,30081,hawai,monday,July,2015,20,FALSE,20383.90426,7059.791199,2637.304537
2212,2015/7/21,29445,hawai,tuesday,July,2015,21,FALSE,20522.10176,6617.399873,2305.498372
2213,2015/7/22,29904,hawai,wednesday,July,2015,22,FALSE,20632.43073,7176.496186,2095.073089
2214,2015/7/23,30513,hawai,thursday,July,2015,23,FALSE,20693.30217,6712.378727,3107.319102
2215,2015/7/24,30930,hawai,friday,July,2015,24,FALSE,20705.88402,7873.062093,2351.053888
2216,2015/7/25,32917,hawai,saturday,July,2015,25,FALSE,20706.47806,7395.861075,4814.660864
2217,2015/7/26,31039,hawai,sunday,July,2015,26,FALSE,20690.31253,6561.261874,3787.4256
2218,2015/7/27,30751,hawai,monday,July,2015,27,FALSE,20666.6385,7403.543129,2680.818373
2219,2015/7/28,29278,hawai,tuesday,July,2015,28,FALSE,20658.232,6372.710267,2247.057731
2220,2015/7/29,29486,hawai,wednesday,July,2015,29,FALSE,20689.17447,6876.849743,1919.975792
2221,2015/7/30,30199,hawai,thursday,July,2015,30,FALSE,20786.35151,6355.464687,3057.183806
2222,2015/7/31,30595,hawai,friday,July,2015,31,FALSE,20938.71341,7279.811509,2376.475077
2223,2015/8/1,34922,hawai,saturday,August,2015,1,FALSE,21094.64947,8895.609069,4931.741461
2224,2015/8/2,33200,hawai,sunday,August,2015,2,FALSE,21201.88514,8044.920074,3953.194789
2225,2015/8/3,30928,hawai,monday,August,2015,3,FALSE,21192.34822,7040.258809,2695.39297
2226,2015/8/4,30971,hawai,tuesday,August,2015,4,FALSE,21055.73974,7807.352574,2107.907687
2227,2015/8/5,29925,hawai,wednesday,August,2015,5,FALSE,20827.45115,7373.028425,1724.520429
2228,2015/8/6,30685,hawai,thursday,August,2015,6,FALSE,20554.74621,7082.492502,3047.761285
2229,2015/8/7,29391,hawai,friday,August,2015,7,FALSE,20275.27645,6683.071699,2432.651849
2230,2015/8/8,31987,hawai,saturday,August,2015,8,FALSE,20027.98273,6859.963185,5099.05409
