date,tourist,pc_Siguniang,mob_Siguniang,pc_SichuanEpidemic,mob_SichuanEpidemic,time_idx,weekday,year,month,day,destination,Trend,Seasonal,Resid
2020-11-25,529,357,882,172,743,239,Tuesday,2020,11,25,SiGuniang,775.2771483,746.0363093,2507.686542
2020-11-26,499,341,911,182,837,240,Wednesday,2020,11,26,SiGuniang,713.8352815,773.3048633,2511.859855
2020-11-27,544,318,869,148,726,241,Thursday,2020,11,27,SiGuniang,662.3165335,883.8930862,2497.79038
2020-11-28,1228,209,914,97,756,242,Friday,2020,11,28,SiGuniang,620.534267,1721.771692,2385.694041
2020-11-29,878,215,889,110,761,243,Saturday,2020,11,29,SiGuniang,580.573485,1329.125169,2468.301347
2020-11-30,257,361,888,182,850,244,Sunday,2020,11,30,SiGuniang,542.1038529,724.8106906,2490.085456
2020-12-01,417,361,854,169,727,245,Monday,2020,12,1,SiGuniang,511.0061543,807.9726838,2598.021162
2020-12-02,272,350,849,121,560,246,Tuesday,2020,12,2,SiGuniang,487.3015816,783.7293998,2500.969019
2020-12-03,230,364,847,95,493,247,Wednesday,2020,12,3,SiGuniang,466.9728385,814.3868236,2448.640338
2020-12-04,264,323,844,110,506,248,Thursday,2020,12,4,SiGuniang,444.8494454,890.2872994,2428.863255
2020-12-05,1140,215,842,87,535,249,Friday,2020,12,5,SiGuniang,422.0199175,1643.050494,2574.929588
2020-12-06,605,201,852,82,504,250,Saturday,2020,12,6,SiGuniang,402.4362889,1246.205782,2456.357929
2020-12-07,179,437,878,859,3390,251,Sunday,2020,12,7,SiGuniang,387.8377519,765.3214737,2525.840774
2020-12-08,201,332,844,3604,12525,252,Monday,2020,12,8,SiGuniang,373.4504645,837.90713,2489.642406
2020-12-09,180,260,692,2660,9306,253,Tuesday,2020,12,9,SiGuniang,350.6316049,817.8988474,2511.469548
2020-12-10,200,288,646,1145,5739,254,Wednesday,2020,12,10,SiGuniang,323.6530466,854.4329791,2521.913974
2020-12-11,231,240,610,1463,6073,255,Thursday,2020,12,11,SiGuniang,300.4030778,900.935053,2529.661869
2020-12-12,284,150,567,856,4595,256,Friday,2020,12,12,SiGuniang,279.6022169,1553.5703,1950.827483
2020-12-13,213,209,597,860,5116,257,Saturday,2020,12,13,SiGuniang,258.8846575,1194.122388,2259.992955
2020-12-14,61,245,577,1108,4438,258,Sunday,2020,12,14,SiGuniang,236.9903342,803.8934476,2520.116218
2020-12-15,76,257,550,2350,6926,259,Monday,2020,12,15,SiGuniang,215.7579674,864.6487415,2495.593291
2020-12-16,67,234,567,995,4500,260,Tuesday,2020,12,16,SiGuniang,199.3081317,846.0062989,2521.685569
2020-12-17,72,234,606,945,3657,261,Wednesday,2020,12,17,SiGuniang,187.6327987,885.9486537,2498.418548
2020-12-18,117,188,552,1109,4186,262,Thursday,2020,12,18,SiGuniang,179.4524495,913.4719526,2524.075598
2020-12-19,155,200,717,416,2597,263,Friday,2020,12,19,SiGuniang,172.7071215,1463.38736,2018.905519
2020-12-20,189,159,687,336,2209,264,Saturday,2020,12,20,SiGuniang,166.4986968,1155.731358,2366.769945
2020-12-21,36,267,727,842,2035,265,Sunday,2020,12,21,SiGuniang,160.1622491,841.5229391,2534.314812
2020-12-22,52,288,775,786,1989,266,Monday,2020,12,22,SiGuniang,156.4414246,887.3202935,2508.238282
2020-12-23,47,273,685,605,1887,267,Tuesday,2020,12,23,SiGuniang,158.5123908,871.383881,2517.103728
2020-12-24,73,240,620,671,1530,268,Wednesday,2020,12,24,SiGuniang,168.504307,909.353436,2495.142257
2020-12-25,82,251,643,524,1462,269,Thursday,2020,12,25,SiGuniang,184.3482289,924.8647254,2472.787046
2020-12-26,174,187,733,313,1479,270,Friday,2020,12,26,SiGuniang,201.8836912,1384.102679,2088.01363
2020-12-27,266,198,839,237,1337,271,Saturday,2020,12,27,SiGuniang,223.9715122,1125.461273,2416.567215
2020-12-28,127,465,858,566,1448,272,Sunday,2020,12,28,SiGuniang,251.7199093,875.7422222,2499.537868
2020-12-29,221,433,927,509,1502,273,Monday,2020,12,29,SiGuniang,287.5481965,905.2573373,2528.194466
2020-12-30,172,377,883,475,1072,274,Tuesday,2020,12,30,SiGuniang,314.5172212,892.9208905,2464.561888
2020-12-31,372,400,888,391,988,275,Wednesday,2020,12,31,SiGuniang,314.1607778,931.050448,2626.788774
2021-01-01,988,188,974,127,890,276,Thursday,2021,1,1,SiGuniang,305.7538319,935.1975664,3247.048602
2021-01-02,2371,239,1222,172,912,277,Friday,2021,1,2,SiGuniang,296.4166491,1306.478047,4268.105304
2021-01-03,513,343,1644,198,956,278,Saturday,2021,1,3,SiGuniang,284.3052464,1108.400764,2620.29399
2021-01-04,80,399,1016,633,1317,279,Sunday,2021,1,4,SiGuniang,266.3835052,905.7884458,2407.828049
2021-01-05,116,391,948,530,1450,280,Monday,2021,1,5,SiGuniang,235.2488735,922.6931801,2458.057946
2021-01-06,134,347,899,637,1903,281,Tuesday,2021,1,6,SiGuniang,207.9823791,912.9830847,2513.034536
2021-01-07,114,366,991,779,2019,282,Wednesday,2021,1,7,SiGuniang,189.3825148,953.1149704,2471.502515
2021-01-08,126,389,1067,496,1813,283,Thursday,2021,1,8,SiGuniang,176.2743929,948.3477856,2501.377821
2021-01-09,363,271,1030,341,1706,284,Friday,2021,1,9,SiGuniang,168.1310359,1201.354594,2493.51437
2021-01-10,257,223,1002,273,1527,285,Saturday,2021,1,10,SiGuniang,161.005473,1107.791613,2488.202914
2021-01-11,114,316,915,682,1551,286,Sunday,2021,1,11,SiGuniang,154.1436986,932.9671358,2526.889166
2021-01-12,72,285,875,664,1653,287,Monday,2021,1,12,SiGuniang,146.8696063,939.8766213,2485.253772
2021-01-13,75,296,862,763,1777,288,Tuesday,2021,1,13,SiGuniang,140.168406,926.9644225,2507.867171
2021-01-14,93,299,867,682,1745,289,Wednesday,2021,1,14,SiGuniang,137.1980655,965.8635715,2489.938363
2021-01-15,116,312,931,732,1962,290,Thursday,2021,1,15,SiGuniang,138.0161796,959.4762868,2518.507534
2021-01-16,187,226,942,374,1911,291,Friday,2021,1,16,SiGuniang,140.6016654,1137.421975,2408.97636
2021-01-17,239,205,926,361,1655,292,Saturday,2021,1,17,SiGuniang,142.2919215,1106.530512,2490.177566
2021-01-18,154,220,880,634,1602,293,Sunday,2021,1,18,SiGuniang,143.1377724,952.5744296,2558.287798
2021-01-19,122,254,853,566,1462,294,Monday,2021,1,19,SiGuniang,146.5048885,951.6313106,2523.863801
2021-01-20,105,287,851,884,2177,295,Tuesday,2021,1,20,SiGuniang,153.4600575,933.4015197,2518.138423
2021-01-21,80,237,857,599,1345,296,Wednesday,2021,1,21,SiGuniang,160.2581531,970.7837937,2448.958053
2021-01-22,96,231,844,405,1270,297,Thursday,2021,1,22,SiGuniang,162.0668636,971.2077092,2462.725427
2021-01-23,283,173,856,417,1781,298,Friday,2021,1,23,SiGuniang,161.1036477,1107.464779,2514.431573
2021-01-24,316,173,872,333,1610,299,Saturday,2021,1,24,SiGuniang,162.0148885,1094.842357,2559.142754
2021-01-25,129,234,847,568,1079,300,Sunday,2021,1,25,SiGuniang,163.7112024,961.5833073,2503.70549
2021-01-26,114,237,842,347,929,301,Monday,2021,1,26,SiGuniang,163.8624379,962.2256809,2487.911881
2021-01-27,80,239,829,360,1022,302,Tuesday,2021,1,27,SiGuniang,160.2629252,937.0529893,2482.684086
2021-01-28,181,264,847,323,952,303,Wednesday,2021,1,28,SiGuniang,154.4011368,978.0887284,2548.510135
2021-01-29,90,260,847,253,884,304,Thursday,2021,1,29,SiGuniang,150.5028959,982.1022503,2457.394854
2021-01-30,230,177,818,193,916,305,Friday,2021,1,30,SiGuniang,150.5969901,1081.119759,2498.283251
2021-01-31,218,182,852,220,978,306,Saturday,2021,1,31,SiGuniang,152.0200778,1083.143388,2482.836534
2021-02-01,108,250,851,279,867,307,Sunday,2021,2,1,SiGuniang,153.307727,963.3869332,2491.30534
2021-02-02,128,233,840,239,868,308,Monday,2021,2,2,SiGuniang,155.1351513,972.4224643,2500.442384
2021-02-03,147,239,702,333,937,309,Tuesday,2021,2,3,SiGuniang,159.2452317,939.8882218,2547.866546
2021-02-04,127,264,805,195,842,310,Wednesday,2021,2,4,SiGuniang,168.0831032,983.8844907,2475.032406
2021-02-05,140,257,844,184,770,311,Thursday,2021,2,5,SiGuniang,181.5442307,983.5026054,2474.953164
2021-02-06,245,186,852,116,680,312,Friday,2021,2,6,SiGuniang,196.9613437,1072.967378,2475.071278
2021-02-07,219,295,856,154,565,313,Saturday,2021,2,7,SiGuniang,217.0506246,1082.609263,2419.340112
2021-02-08,261,278,853,135,582,314,Sunday,2021,2,8,SiGuniang,252.6503728,959.219984,2549.129643
2021-02-09,255,198,865,123,695,315,Monday,2021,2,9,SiGuniang,303.878891,976.9305216,2474.190587
2021-02-10,217,191,853,89,666,316,Tuesday,2021,2,10,SiGuniang,367.2981597,938.6758944,2411.025946
2021-02-11,107,133,749,87,376,317,Wednesday,2021,2,11,SiGuniang,441.434248,984.0432963,2181.522456
2021-02-12,579,166,956,85,701,318,Thursday,2021,2,12,SiGuniang,531.3264731,977.597177,2570.07635
2021-02-13,2284,158,1018,93,547,319,Friday,2021,2,13,SiGuniang,653.7928178,1083.730837,4046.476345
2021-02-14,3370,161,1058,87,613,320,Saturday,2021,2,14,SiGuniang,742.5931455,1094.737625,5032.669229
2021-02-15,3021,187,1018,74,628,321,Sunday,2021,2,15,SiGuniang,825.267282,944.465551,4751.267167
2021-02-16,2410,161,1067,85,656,322,Monday,2021,2,16,SiGuniang,906.3351142,975.182796,4028.48209
2021-02-17,1847,172,1300,78,611,323,Tuesday,2021,2,17,SiGuniang,1091.587201,934.0314344,3321.381365
2021-02-18,1132,288,934,184,660,324,Wednesday,2021,2,18,SiGuniang,1166.676147,980.3368362,2484.987017
2021-02-19,1080,256,905,175,482,325,Thursday,2021,2,19,SiGuniang,993.4311482,969.7249078,2616.843944
2021-02-20,782,279,911,220,618,326,Friday,2021,2,20,SiGuniang,855.9437178,1109.013042,2317.04324
2021-02-21,728,179,882,101,646,327,Saturday,2021,2,21,SiGuniang,740.3927561,1113.519803,2374.087441
2021-02-22,477,307,857,182,673,328,Sunday,2021,2,22,SiGuniang,635.2491389,920.8932321,2420.857629
2021-02-23,521,420,871,188,521,329,Monday,2021,2,23,SiGuniang,534.7820419,969.5702388,2516.647719
2021-02-24,371,395,854,195,618,330,Tuesday,2021,2,24,SiGuniang,449.3224789,930.935,2490.742521
2021-02-25,533,561,906,177,529,331,Wednesday,2021,2,25,SiGuniang,386.9798539,973.448195,2672.571951
2021-02-26,217,304,846,159,441,332,Thursday,2021,2,26,SiGuniang,340.4570532,962.5993845,2413.943562
2021-02-27,247,184,859,89,461,333,Friday,2021,2,27,SiGuniang,300.6561763,1135.871572,2310.472251
2021-02-28,276,140,825,110,337,334,Saturday,2021,2,28,SiGuniang,264.018069,1137.8004,2374.181531
2021-03-01,161,326,762,250,846,335,Sunday,2021,3,1,SiGuniang,234.9019875,894.4164811,2531.681531
2021-03-02,219,295,776,172,737,336,Monday,2021,3,2,SiGuniang,221.0336032,960.8698716,2537.096525
2021-03-03,166,299,757,195,722,337,Tuesday,2021,3,3,SiGuniang,223.6076029,929.8095379,2512.582859
2021-03-04,180,305,783,222,592,338,Wednesday,2021,3,4,SiGuniang,233.0944948,962.0812267,2484.824279
2021-03-05,145,295,825,172,414,339,Thursday,2021,3,5,SiGuniang,240.140766,954.1445695,2450.714664
2021-03-06,387,179,846,118,387,340,Friday,2021,3,6,SiGuniang,243.4554842,1162.536289,2481.008226
2021-03-07,432,182,857,120,681,341,Saturday,2021,3,7,SiGuniang,246.7001032,1172.135717,2513.16418
2021-03-08,195,302,803,151,536,342,Sunday,2021,3,8,SiGuniang,254.6715713,865.6145595,2574.713869
2021-03-09,186,363,840,154,610,343,Monday,2021,3,9,SiGuniang,272.0585418,950.0385827,2463.902876
2021-03-10,196,374,830,121,419,344,Tuesday,2021,3,10,SiGuniang,297.1225558,931.3620274,2467.515417
2021-03-11,176,321,802,150,472,345,Wednesday,2021,3,11,SiGuniang,321.3531693,944.1812136,2410.465617
2021-03-12,243,329,856,131,472,346,Thursday,2021,3,12,SiGuniang,342.2397398,942.068754,2458.691506
2021-03-13,781,208,884,82,330,347,Friday,2021,3,13,SiGuniang,364.7541425,1195.982755,2720.263102
2021-03-14,678,169,873,99,340,348,Saturday,2021,3,14,SiGuniang,395.2741998,1209.937619,2572.788181
2021-03-15,207,355,865,179,324,349,Sunday,2021,3,15,SiGuniang,430.4251983,837.4430454,2439.131756
2021-03-16,368,372,866,158,613,350,Monday,2021,3,16,SiGuniang,466.5450439,938.3383491,2463.116607
2021-03-17,356,399,884,144,441,351,Tuesday,2021,3,17,SiGuniang,501.1653176,936.8154961,2418.019186
2021-03-18,504,363,882,159,342,352,Wednesday,2021,3,18,SiGuniang,533.9327633,918.3335461,2551.733691
2021-03-19,461,416,901,114,313,353,Thursday,2021,3,19,SiGuniang,569.9218251,930.9843826,2460.093792
2021-03-20,1100,229,934,89,349,354,Friday,2021,3,20,SiGuniang,609.6256726,1237.120659,2753.253669
2021-03-21,926,237,898,85,281,355,Saturday,2021,3,21,SiGuniang,646.3495121,1237.429018,2542.22147
2021-03-22,405,484,906,99,267,356,Sunday,2021,3,22,SiGuniang,673.3591605,810.3528531,2421.287986
2021-03-23,657,436,902,99,327,357,Monday,2021,3,23,SiGuniang,687.2313705,928.9715824,2540.797047
2021-03-24,721,434,911,93,333,358,Tuesday,2021,3,24,SiGuniang,691.4777566,941.3339051,2588.188338
2021-03-25,608,399,874,87,281,359,Wednesday,2021,3,25,SiGuniang,686.9665391,892.1053636,2528.928097
2021-03-26,600,372,918,106,314,360,Thursday,2021,3,26,SiGuniang,674.2941751,928.1284735,2497.577351
2021-03-27,881,216,910,95,681,361,Friday,2021,3,27,SiGuniang,651.9083872,1278.478356,2450.613257
2021-03-28,985,233,919,99,443,362,Saturday,2021,3,28,SiGuniang,624.271686,1251.539309,2609.189005
2021-03-29,413,544,932,101,374,363,Sunday,2021,3,29,SiGuniang,601.1808039,786.2143181,2525.604878
2021-03-30,334,572,929,83,321,364,Monday,2021,3,30,SiGuniang,583.4158816,919.0389653,2331.545153
2021-03-31,476,519,969,120,480,365,Tuesday,2021,3,31,SiGuniang,568.5093577,945.6576604,2461.832982
2021-04-01,394,585,1058,131,582,366,Wednesday,2021,4,1,SiGuniang,567.0719635,870.280592,2456.647444
2021-04-02,574,689,1305,177,763,367,Thursday,2021,4,2,SiGuniang,588.9395326,936.0781309,2548.982336
2021-04-03,3997,233,1492,114,460,368,Friday,2021,4,3,SiGuniang,603.8851719,1314.720019,5578.394809
2021-04-04,8207,226,1452,80,498,369,Saturday,2021,4,4,SiGuniang,616.1823122,1252.27154,9838.546148
2021-04-05,2031,259,1222,114,689,370,Sunday,2021,4,5,SiGuniang,627.8025622,766.3845328,4136.812905
2021-04-06,598,600,1135,137,577,371,Monday,2021,4,6,SiGuniang,640.1544457,908.8858966,2548.959658
2021-04-07,617,519,948,154,525,372,Tuesday,2021,4,7,SiGuniang,642.7971137,948.0585407,2526.144346
2021-04-08,431,454,943,146,367,373,Wednesday,2021,4,8,SiGuniang,626.4536974,857.9463297,2446.599973
2021-04-09,549,417,954,106,300,374,Thursday,2021,4,9,SiGuniang,624.1579042,944.8996318,2479.942464
2021-04-10,916,290,956,91,269,375,Friday,2021,4,10,SiGuniang,642.7403008,1345.361932,2427.897767
2021-04-11,750,273,968,89,372,376,Saturday,2021,4,11,SiGuniang,668.6423473,1244.902374,2336.455278
2021-04-12,482,512,983,114,351,377,Sunday,2021,4,12,SiGuniang,697.1423351,753.9309731,2530.926692
2021-04-13,933,589,1053,129,376,378,Monday,2021,4,13,SiGuniang,734.3293546,899.9645099,2798.706136
2021-04-14,777,555,990,120,345,379,Tuesday,2021,4,14,SiGuniang,777.4761044,938.5761442,2560.947751
2021-04-15,626,560,1013,112,327,380,Wednesday,2021,4,15,SiGuniang,811.7180556,847.5331018,2466.748843
2021-04-16,779,507,1144,91,288,381,Thursday,2021,4,16,SiGuniang,833.3892762,947.4692826,2498.141441
2021-04-17,1878,285,1089,82,273,382,Friday,2021,4,17,SiGuniang,845.1970701,1383.785992,3149.016938
2021-04-18,1286,285,1147,68,321,383,Saturday,2021,4,18,SiGuniang,853.461112,1249.789028,2682.749861
2021-04-19,454,620,1120,110,267,384,Sunday,2021,4,19,SiGuniang,863.0008718,746.6867053,2344.312423
2021-04-20,789,564,1187,106,302,385,Monday,2021,4,20,SiGuniang,871.9987645,889.3590986,2527.642137
2021-04-21,782,589,1198,93,270,386,Tuesday,2021,4,21,SiGuniang,875.5572052,917.076456,2489.366339
2021-04-22,758,622,1360,80,262,387,Wednesday,2021,4,22,SiGuniang,882.9856987,840.0665097,2534.947792
2021-04-23,793,533,1265,95,269,388,Thursday,2021,4,23,SiGuniang,899.6719922,948.182359,2445.145649
2021-04-24,1339,330,1401,95,298,389,Friday,2021,4,24,SiGuniang,925.3110567,1428.145222,2485.543721
2021-04-25,1022,766,1656,101,277,390,Saturday,2021,4,25,SiGuniang,977.1051351,1257.955431,2286.939434
2021-04-26,837,738,1589,91,359,391,Sunday,2021,4,26,SiGuniang,1062.694074,742.1753275,2532.130598
2021-04-27,761,665,1615,129,487,392,Monday,2021,4,27,SiGuniang,1166.608616,873.5459666,2220.845418
2021-04-28,825,609,1435,116,388,393,Tuesday,2021,4,28,SiGuniang,1289.693621,883.8101052,2151.496274
2021-04-29,1125,696,1819,101,409,394,Wednesday,2021,4,29,SiGuniang,1436.335037,836.7028263,2351.962136
2021-04-30,1740,720,2226,87,471,395,Thursday,2021,4,30,SiGuniang,1615.087117,949.2363818,2675.676501
2021-05-01,8906,312,2919,64,411,396,Friday,2021,5,1,SiGuniang,1633.568214,1477.62318,9294.808606
2021-05-02,17211,259,2903,78,270,397,Saturday,2021,5,2,SiGuniang,1560.462034,1268.415827,17882.12214
2021-05-03,14607,254,2564,97,379,398,Sunday,2021,5,3,SiGuniang,1556.207293,740.1886601,15810.60405
2021-05-04,10093,276,2207,104,559,399,Monday,2021,5,4,SiGuniang,1569.273639,853.7372857,11169.98907
2021-05-05,2656,358,1911,99,539,400,Tuesday,2021,5,5,SiGuniang,1632.449744,843.8501008,3679.700155
2021-05-06,1487,574,1428,144,453,401,Wednesday,2021,5,6,SiGuniang,1539.473793,827.8067405,2619.719466
2021-05-07,1171,540,1177,99,330,402,Thursday,2021,5,7,SiGuniang,1391.439422,946.5547944,2333.005784
2021-05-08,1305,490,1074,85,274,403,Friday,2021,5,8,SiGuniang,1287.227558,1532.240707,1985.531734
2021-05-09,1281,271,996,72,299,404,Saturday,2021,5,9,SiGuniang,1202.439972,1293.537519,2285.022509
2021-05-10,788,481,983,102,319,405,Sunday,2021,5,10,SiGuniang,1134.869795,744.4886797,2408.641525
2021-05-11,928,433,960,101,344,406,Monday,2021,5,11,SiGuniang,1090.673074,827.9409742,2509.385952
2021-05-12,906,423,958,91,256,407,Tuesday,2021,5,12,SiGuniang,1089.786596,804.000519,2512.212885
2021-05-13,666,476,983,97,338,408,Wednesday,2021,5,13,SiGuniang,1120.54034,811.6242683,2233.835392
2021-05-14,1042,412,1004,102,483,409,Thursday,2021,5,14,SiGuniang,1158.991035,937.3015688,2445.707396
2021-05-15,1765,226,1060,101,618,410,Friday,2021,5,15,SiGuniang,1200.759746,1587.176127,2477.064127
2021-05-16,1603,222,1069,102,716,411,Saturday,2021,5,16,SiGuniang,1251.252497,1323.133821,2528.613682
2021-05-17,1043,443,975,186,853,412,Sunday,2021,5,17,SiGuniang,1308.16316,752.1753616,2482.661479
2021-05-18,1203,422,964,182,866,413,Monday,2021,5,18,SiGuniang,1359.693793,807.509087,2535.79712
2021-05-19,2216,399,1659,139,586,414,Tuesday,2021,5,19,SiGuniang,1397.590669,764.084484,3554.324847
2021-05-20,1300,426,1185,91,539,415,Wednesday,2021,5,20,SiGuniang,1420.864972,791.5431729,2587.591855
2021-05-21,1441,397,1252,118,591,416,Thursday,2021,5,21,SiGuniang,1430.622971,918.8643388,2591.51269
2021-05-22,2122,240,961,106,517,417,Friday,2021,5,22,SiGuniang,1423.636992,1638.427551,2559.935457
2021-05-23,1787,239,1066,110,669,418,Saturday,2021,5,23,SiGuniang,1394.093061,1360.830684,2532.076256
2021-05-24,1115,471,961,139,658,419,Sunday,2021,5,24,SiGuniang,1354.868081,755.3810677,2504.750851
2021-05-25,959,425,964,137,574,420,Monday,2021,5,25,SiGuniang,1310.795212,801.5746156,2346.630172
2021-05-26,655,383,939,131,697,421,Tuesday,2021,5,26,SiGuniang,1264.738549,725.4789316,2164.78252
2021-05-27,1053,436,948,166,588,422,Wednesday,2021,5,27,SiGuniang,1223.079127,767.189884,2562.730989
2021-05-28,1143,400,953,187,702,423,Thursday,2021,5,28,SiGuniang,1189.245988,890.5965331,2563.157479
2021-05-29,1729,287,963,118,719,424,Friday,2021,5,29,SiGuniang,1165.708787,1688.556482,2374.734731
2021-05-30,1527,231,965,135,825,425,Saturday,2021,5,30,SiGuniang,1148.039749,1415.964405,2462.995846
2021-05-31,920,386,925,319,949,426,Sunday,2021,5,31,SiGuniang,1139.952554,742.2458271,2537.801618
2021-06-01,846,360,929,197,829,427,Monday,2021,6,1,SiGuniang,1147.700786,802.1513317,2396.147883
2021-06-02,847,426,934,183,730,428,Tuesday,2021,6,2,SiGuniang,1169.126137,689.3697622,2488.504101
2021-06-03,708,381,970,184,811,429,Wednesday,2021,6,3,SiGuniang,1202.803617,738.3078916,2266.888491
2021-06-04,1138,544,1294,168,754,430,Thursday,2021,6,4,SiGuniang,1241.638941,860.1959534,2536.165106
2021-06-05,2058,304,1150,139,836,431,Friday,2021,6,5,SiGuniang,1281.470167,1745.077469,2531.452364
2021-06-06,1773,233,1143,165,889,432,Saturday,2021,6,6,SiGuniang,1320.050075,1471.409667,2481.540258
2021-06-07,1162,493,1011,163,786,433,Sunday,2021,6,7,SiGuniang,1351.521667,729.0638548,2581.414478
2021-06-08,1280,468,996,154,733,434,Monday,2021,6,8,SiGuniang,1374.005283,799.6125818,2606.382135
2021-06-09,1003,502,1073,114,628,435,Tuesday,2021,6,9,SiGuniang,1386.949547,654.7886084,2461.261844
2021-06-10,1083,481,1128,127,689,436,Wednesday,2021,6,10,SiGuniang,1387.849735,707.5355991,2487.614665
2021-06-11,1216,506,1344,152,849,437,Thursday,2021,6,11,SiGuniang,1425.234022,829.0904189,2461.67556
2021-06-12,4043,299,1352,89,607,438,Friday,2021,6,12,SiGuniang,1542.019715,1803.422997,4197.557288
2021-06-13,6907,216,1370,101,689,439,Saturday,2021,6,13,SiGuniang,1617.503429,1507.925225,7281.571347
2021-06-14,2630,256,1317,74,621,440,Sunday,2021,6,14,SiGuniang,1685.37365,727.9252055,3716.701144
2021-06-15,1091,451,1076,135,572,441,Monday,2021,6,15,SiGuniang,1758.657763,800.9110371,2031.431199
2021-06-16,1551,354,988,104,512,442,Tuesday,2021,6,16,SiGuniang,1858.67709,630.7756264,2561.547283
2021-06-17,1602,375,994,102,505,443,Wednesday,2021,6,17,SiGuniang,1884.303029,687.0128597,2530.684112
2021-06-18,1320,307,965,195,860,444,Thursday,2021,6,18,SiGuniang,1841.352136,791.4112511,2187.236612
2021-06-19,2140,231,980,118,649,445,Friday,2021,6,19,SiGuniang,1792.630521,1862.993635,1984.375844
2021-06-20,2343,222,982,112,858,446,Saturday,2021,6,20,SiGuniang,1741.569762,1502.844726,2598.585512
2021-06-21,1123,367,973,163,846,447,Sunday,2021,6,21,SiGuniang,1693.081441,731.0205791,2198.89798
2021-06-22,1492,335,970,201,931,448,Monday,2021,6,22,SiGuniang,1645.819238,811.3585581,2534.822204
2021-06-23,1187,361,977,278,1095,449,Tuesday,2021,6,23,SiGuniang,1605.096504,615.6752222,2466.228274
2021-06-24,1174,335,964,162,882,450,Wednesday,2021,6,24,SiGuniang,1575.830673,686.1638377,2412.00549
2021-06-25,1261,375,974,140,795,451,Thursday,2021,6,25,SiGuniang,1557.521287,747.4099118,2456.068802
2021-06-26,2412,228,1053,93,844,452,Friday,2021,6,26,SiGuniang,1554.897999,1922.479431,2434.622569
2021-06-27,2187,240,1058,97,617,453,Saturday,2021,6,27,SiGuniang,1569.200479,1484.585483,2633.214037
2021-06-28,1239,440,987,137,658,454,Sunday,2021,6,28,SiGuniang,1615.429846,727.7625783,2395.807576
2021-06-29,1169,383,989,102,550,455,Monday,2021,6,29,SiGuniang,1684.116538,825.1308394,2159.752623
2021-06-30,1238,400,1000,82,531,456,Tuesday,2021,6,30,SiGuniang,1760.701906,597.1162979,2380.181796
2021-07-01,1314,369,976,101,445,457,Wednesday,2021,7,1,SiGuniang,1837.344204,703.8720492,2272.783747
2021-07-02,1761,425,1107,85,420,458,Thursday,2021,7,2,SiGuniang,1916.233558,709.9704567,2634.795985
2021-07-03,3126,247,1247,83,628,459,Friday,2021,7,3,SiGuniang,2012.821939,1981.558223,2631.619838
2021-07-04,3488,291,1252,82,485,460,Saturday,2021,7,4,SiGuniang,2113.848164,1455.479654,3418.672182
2021-07-05,1894,457,1322,125,734,461,Sunday,2021,7,5,SiGuniang,2204.976798,723.7741056,2465.249097
2021-07-06,2051,439,1279,108,539,462,Monday,2021,7,6,SiGuniang,2281.938987,830.9491644,2438.111848
2021-07-07,2205,406,1378,146,709,463,Tuesday,2021,7,7,SiGuniang,2347.735442,592.5113689,2764.75319
2021-07-08,2161,409,1422,127,631,464,Wednesday,2021,7,8,SiGuniang,2419.285448,730.4578371,2511.256715
2021-07-09,2128,388,1414,99,529,465,Thursday,2021,7,9,SiGuniang,2496.374368,711.08859,2420.537042
2021-07-10,3566,209,1520,116,790,466,Friday,2021,7,10,SiGuniang,2570.456091,1987.826072,2507.717837
2021-07-11,3670,233,1486,85,872,467,Saturday,2021,7,11,SiGuniang,2640.465617,1397.778594,3131.755789
2021-07-12,2491,498,1542,169,769,468,Sunday,2021,7,12,SiGuniang,2710.434937,730.8979804,2549.667082
2021-07-13,2619,488,1815,135,655,469,Monday,2021,7,13,SiGuniang,2775.385435,831.172078,2512.442487
2021-07-14,2430,580,1783,123,575,470,Tuesday,2021,7,14,SiGuniang,2820.772529,607.5158463,2501.711625
2021-07-15,2053,540,1908,102,536,471,Wednesday,2021,7,15,SiGuniang,2875.956378,749.2247553,1927.818866
2021-07-16,1905,420,1459,85,453,472,Thursday,2021,7,16,SiGuniang,2930.32962,746.3531484,1728.317232
2021-07-17,3145,318,1541,80,426,473,Friday,2021,7,17,SiGuniang,2979.228653,1921.093972,1744.677375
2021-07-18,3317,276,1530,72,465,474,Saturday,2021,7,18,SiGuniang,3027.767922,1383.516508,2405.71557
2021-07-19,2918,464,1641,76,401,475,Sunday,2021,7,19,SiGuniang,3078.281323,737.0176885,2602.700988
2021-07-20,3006,509,1651,104,458,476,Monday,2021,7,20,SiGuniang,3142.592169,825.824406,2537.583425
2021-07-21,2666,426,1529,102,758,477,Tuesday,2021,7,21,SiGuniang,3209.222968,622.4483643,2334.328668
2021-07-22,3087,462,1562,133,852,478,Wednesday,2021,7,22,SiGuniang,3196.871946,758.9444449,2631.183609
2021-07-23,3277,394,1570,155,870,479,Thursday,2021,7,23,SiGuniang,3095.776078,771.0215926,2910.202329
2021-07-24,5210,270,1552,782,12951,480,Friday,2021,7,24,SiGuniang,3020.383533,1875.92174,3813.694727
2021-07-25,4722,253,1634,603,63038,481,Saturday,2021,7,25,SiGuniang,2954.764714,1415.454251,3851.781035
2021-07-26,2959,395,1468,1134,65842,482,Sunday,2021,7,26,SiGuniang,2883.049157,733.8323799,2842.118463
